AIRLINE,ORIGIN,DESTINAT,RDEPDATE,DEPTIME,RARRDATE,ARRTIME,CLASS
AA,PHL,CDG,03/09/2016,18:30,03/10/2016,7:55,K
AA,PHL,CDG,03/09/2016,18:30,03/10/2016,7:55,K
AF,NTE,CDG,03/18/2016,18:35,03/18/2016,19:40,Y
AF,BOD,ORY,03/17/2016,18:00,03/17/2016,19:10,S
AF,LYS,BLQ,04/11/2016,8:45,04/11/2016,10:15,T
AF,CDG,BUD,04/12/2016,20:45,04/12/2016,22:55,T
LH,MUC,TLS,05/12/2016,18:55,05/12/2016,20:40,V
AF,SXB,LYS,03/29/2016,13:50,03/29/2016,14:50,M
AF,LYS,SXB,03/23/2016,8:45,03/23/2016,9:40,Y
AF,MPL,ORY,03/25/2016,18:50,03/25/2016,20:10,T
AF,CDG,TRN,04/06/2016,20:50,04/06/2016,22:25,T
AF,NCE,LYS,03/23/2016,18:20,03/23/2016,19:15,W
A5,LIL,MRS,04/20/2016,18:10,04/20/2016,19:40,E
AF,BIQ,ORY,03/21/2016,16:25,03/21/2016,17:45,W
KL,AMS,SFO,04/20/2016,9:50,04/20/2016,11:45,N
AF,BIQ,ORY,03/21/2016,16:25,03/21/2016,17:45,W
AF,BOD,MRS,03/23/2016,17:05,03/23/2016,18:10,L
AF,MLH,ORY,04/13/2016,18:10,04/13/2016,19:30,U
LH,FRA,CDG,03/24/2016,17:30,03/24/2016,18:45,Q
AF,ORY,BOD,03/23/2016,18:40,03/23/2016,19:45,W
BA,LHR,TLS,04/14/2016,14:05,04/14/2016,16:55,Q
AF,MPL,ORY,03/23/2016,18:50,03/23/2016,20:10,Y
AF,LIL,BOD,03/20/2016,14:05,03/20/2016,15:25,E
AF,BOD,LYS,03/09/2016,18:20,03/09/2016,19:25,A
AF,BOS,CDG,03/30/2016,20:20,03/31/2016,9:10,S
AF,LYS,LIL,03/18/2016,15:35,03/18/2016,16:50,S
AF,LHR,CDG,03/16/2016,17:50,03/16/2016,20:00,U
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
A5,LIL,LYS,03/14/2016,18:00,03/14/2016,19:20,W
LH,MUC,LYS,04/27/2016,17:45,04/27/2016,19:05,Q
A5,NCE,LYS,03/17/2016,18:20,03/17/2016,19:15,W
EI,GVA,DUB,03/11/2016,21:00,03/11/2016,22:15,G
AF,ARN,CDG,03/18/2016,13:05,03/18/2016,15:45,Z
AF,TUN,CDG,03/24/2016,17:25,03/24/2016,20:00,M
AF,MEX,GDL,06/06/2016,21:00,06/06/2016,22:27,J
AF,ORY,SXB,03/15/2016,16:55,03/15/2016,18:10,S
AF,BOD,LYS,03/15/2016,17:05,03/15/2016,18:10,W
OK,PRG,CDG,04/21/2016,17:35,04/21/2016,19:25,A
OZ,ICN,CDG,04/01/2016,12:30,04/01/2016,17:50,W
AF,VCE,CDG,03/30/2016,18:05,03/30/2016,19:55,K
AF,BOD,LIL,03/21/2016,15:35,03/21/2016,16:55,L
KL,AMS,OTP,03/30/2016,9:25,03/30/2016,13:10,K
U2,ORY,NCE,04/08/2016,17:00,04/08/2016,18:25,B
BA,LGW,AGP,04/27/2016,18:40,04/27/2016,22:30,V
IB,MAD,MIA,04/16/2016,16:25,04/16/2016,20:15,O
AF,SVO,CDG,04/21/2016,18:45,04/21/2016,21:40,T
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
LH,MUC,HAM,04/26/2016,11:00,04/26/2016,12:15,T
KL,AMS,LHR,05/02/2016,10:15,05/02/2016,10:45,B
AF,CFE,CDG,03/22/2016,18:55,03/22/2016,20:00,V
AF,LYS,BES,03/22/2016,8:35,03/22/2016,10:05,S
AF,LHR,CDG,03/17/2016,17:50,03/17/2016,20:00,Y
AF,LIL,NTE,03/22/2016,17:15,03/22/2016,18:25,L
LH,FRA,FCO,03/22/2016,21:45,03/22/2016,23:35,S
AF,MPL,ORY,02/18/2016,16:55,02/18/2016,18:15,S
U2,BFS,CDG,03/24/2016,17:30,03/24/2016,20:15,B
AF,MAD,CDG,03/23/2016,18:25,03/23/2016,20:30,K
AF,AMS,CDG,03/29/2016,17:45,03/29/2016,19:00,B
AF,MAD,CDG,03/23/2016,18:25,03/23/2016,20:30,K
AF,BIQ,ORY,04/22/2016,16:35,04/22/2016,17:55,H
IB,BCN,CDG,04/08/2016,12:00,04/08/2016,14:00,Q
AF,LHR,CDG,03/18/2016,17:50,03/18/2016,20:00,J
AF,NCE,ORY,05/13/2016,12:50,05/13/2016,14:15,A
AF,TLS,CDG,03/24/2016,18:25,03/24/2016,19:55,W
AF,BCN,CDG,03/22/2016,18:00,03/22/2016,19:55,M
AF,BHX,CDG,03/23/2016,19:55,03/23/2016,22:10,M
U2,BFS,CDG,03/24/2016,17:30,03/24/2016,20:15,B
AF,BRU,LYS,03/24/2016,17:55,03/24/2016,19:20,Y
AF,GVA,CDG,03/22/2016,18:15,03/22/2016,19:30,B
AZ,TLV,FCO,04/19/2016,8:30,04/19/2016,11:15,K
A5,BES,ORY,03/18/2016,16:30,03/18/2016,17:45,Y
AF,BRU,NTE,04/20/2016,10:35,04/20/2016,12:00,T
AF,BRU,NTE,04/20/2016,10:35,04/20/2016,12:00,T
AF,BRU,NTE,04/20/2016,10:35,04/20/2016,12:00,T
TP,ORY,OPO,03/23/2016,20:00,03/23/2016,21:10,Z
BA,LHR,LYS,04/20/2016,20:40,04/20/2016,23:15,M
A3,ATH,CDG,03/30/2016,13:25,03/30/2016,15:50,T
AF,AMS,CDG,03/21/2016,17:40,03/21/2016,18:55,Y
AF,AMS,CDG,03/21/2016,17:40,03/21/2016,18:55,Y
AF,MEX,GDL,06/06/2016,21:00,06/06/2016,22:27,M
AF,ORY,BOD,04/26/2016,18:45,04/26/2016,19:50,W
AF,ORY,BOD,04/05/2016,18:45,04/05/2016,19:50,W
BA,LHR,ORY,03/17/2016,18:35,03/17/2016,20:55,Q
AF,MPL,ORY,03/11/2016,16:55,03/11/2016,18:15,S
AF,DUS,CDG,10/26/2016,20:35,10/26/2016,21:50,M
AF,BOS,CDG,04/01/2016,19:08,04/02/2016,8:20,U
AF,GVA,CDG,03/15/2016,20:30,03/15/2016,21:40,K
MU,NKG,SZX,04/07/2016,14:40,04/07/2016,16:55,Y
KL,AMS,TPE,03/28/2016,20:40,03/29/2016,14:45,Q
LH,FRA,PHL,03/20/2016,12:55,03/20/2016,17:15,G
AF,CFE,ORY,03/31/2016,14:25,03/31/2016,15:35,Y
AF,CFE,ORY,03/31/2016,14:25,03/31/2016,15:35,Y
AF,CFE,ORY,03/31/2016,14:25,03/31/2016,15:35,Y
A5,BES,ORY,03/18/2016,18:15,03/18/2016,19:30,W
AF,MRS,ORY,03/23/2016,18:40,03/23/2016,20:00,Y
AF,MRS,ORY,03/30/2016,18:30,03/30/2016,19:50,Y
AF,NCE,CDG,06/10/2016,13:05,06/10/2016,14:40,N
LX,ZRH,CDG,04/06/2016,18:50,04/06/2016,20:05,B
AF,LHR,CDG,03/17/2016,17:50,03/17/2016,20:00,Y
AF,AMS,CDG,03/18/2016,16:20,03/18/2016,17:45,Y
AF,FIH,CDG,03/31/2016,21:15,04/01/2016,6:20,R
T7,PGX,ORY,04/06/2016,18:25,04/06/2016,19:45,Q
AF,MPL,ORY,03/16/2016,18:50,03/16/2016,20:10,S
AF,NCE,ORY,03/17/2016,20:40,03/17/2016,22:05,Y
AF,MUC,CDG,04/12/2016,20:40,04/12/2016,22:20,L
AF,ORY,MRS,03/25/2016,10:45,03/25/2016,12:00,S
AF,FRA,CDG,05/10/2016,18:40,05/10/2016,20:00,E
AF,TLS,ORY,03/22/2016,17:50,03/22/2016,19:10,W
IB,BCN,ORY,04/03/2016,19:20,04/03/2016,21:05,L
IB,BCN,ORY,04/03/2016,19:20,04/03/2016,21:05,L
AF,BCN,CDG,04/08/2016,18:00,04/08/2016,19:55,L
TP,OPO,ORY,04/07/2016,16:00,04/07/2016,19:10,U
TP,LIS,LYS,03/31/2016,20:25,03/31/2016,23:45,A
AF,BRU,BOD,05/04/2016,18:25,05/04/2016,21:00,H
U2,ORY,NCE,04/29/2016,17:00,04/29/2016,18:25,B
AF,MRS,LIL,03/24/2016,20:20,03/24/2016,21:50,L
AF,MRS,ORY,03/29/2016,18:30,03/29/2016,19:50,W
KL,BRU,AMS,03/24/2016,18:15,03/24/2016,19:15,Z
DL,ATL,BDL,04/18/2016,15:20,04/18/2016,17:43,K
UA,EWR,BDL,04/05/2016,15:05,04/05/2016,16:06,Q
AF,BCN,CDG,04/16/2016,18:00,04/16/2016,19:55,T
AF,ORY,MRS,03/23/2016,18:00,03/23/2016,19:15,Y
LH,FRA,IAD,05/01/2016,13:15,05/01/2016,15:55,K
LH,FRA,IAD,05/01/2016,13:15,05/01/2016,15:55,K
LH,FRA,IAD,05/01/2016,13:15,05/01/2016,15:55,K
AF,CDG,GVA,03/31/2016,20:45,03/31/2016,21:55,R
B0,EWR,CDG,04/23/2016,20:35,04/24/2016,9:55,K
AF,NTE,TLS,03/30/2016,19:10,03/30/2016,20:10,W
AF,ORY,TLS,03/31/2016,18:25,03/31/2016,19:35,W
AF,ORY,TLS,04/05/2016,20:55,04/05/2016,22:05,M
AF,ORY,TLS,04/07/2016,18:25,04/07/2016,19:35,W
AF,ORY,TLS,04/08/2016,18:25,04/08/2016,19:35,W
AF,LYS,TLS,04/11/2016,20:20,04/11/2016,21:20,H
AF,PUF,ORY,03/29/2016,18:30,03/29/2016,19:50,Y
AF,ORY,TLS,03/23/2016,18:25,03/23/2016,19:35,W
DL,ATL,BDL,04/18/2016,15:20,04/18/2016,17:43,K
AF,NCE,ORY,05/16/2016,16:20,05/16/2016,17:45,M
CE,BOD,MPL,05/30/2016,16:50,05/30/2016,18:00,E
AF,ORY,BOD,03/24/2016,16:05,03/24/2016,17:10,W
AF,ORY,TLN,03/24/2016,16:25,03/24/2016,17:45,W
AF,TUN,CDG,03/30/2016,16:05,03/30/2016,19:40,K
U2,ORY,NCE,04/13/2016,19:00,04/13/2016,20:25,W
AF,CDG,TRN,04/13/2016,8:40,04/13/2016,10:15,T
AF,NCE,ORY,04/01/2016,17:40,04/01/2016,19:05,B
LH,MUC,ATH,03/24/2016,19:25,03/24/2016,22:50,Y
AF,MRS,ORY,03/31/2016,17:25,03/31/2016,18:45,W
AF,CFE,ORY,03/29/2016,14:25,03/29/2016,15:35,A
OS,VIE,PRG,03/24/2016,17:25,03/24/2016,18:15,M
AF,NCE,ORY,03/24/2016,20:40,03/24/2016,22:05,M
AF,BOD,ORY,03/24/2016,14:35,03/24/2016,15:45,A
AF,MRS,ORY,04/06/2016,19:00,04/06/2016,20:20,B
AF,LHR,CDG,04/07/2016,17:45,04/07/2016,20:00,K
AF,MAD,CDG,04/20/2016,15:35,04/20/2016,17:40,N
U2,LGW,NTE,04/27/2016,15:00,04/27/2016,17:20,B
AF,LYS,BES,03/30/2016,8:35,03/30/2016,10:10,S
AF,LYS,LIL,03/24/2016,20:00,03/24/2016,21:15,S
AF,TLS,ORY,03/24/2016,16:15,03/24/2016,17:35,W
AF,ORY,PUF,03/30/2016,21:40,03/30/2016,23:00,Y
AF,BIQ,ORY,03/24/2016,20:25,03/24/2016,21:45,W
BA,LHR,DUB,04/04/2016,9:20,04/04/2016,10:45,K
AF,ORY,TLN,03/24/2016,16:25,03/24/2016,17:45,W
AF,ORY,TLN,03/29/2016,18:30,03/29/2016,19:50,A
AF,BOD,ORY,03/23/2016,19:20,03/23/2016,20:30,W
AF,ORY,TLS,03/30/2016,17:45,03/30/2016,18:55,W
BA,PHL,LHR,04/08/2016,20:45,04/09/2016,9:00,Y
AF,LIS,CDG,07/01/2016,15:50,07/01/2016,19:20,M
VY,BCN,ORY,06/08/2016,19:20,06/08/2016,21:05,D
AF,MAD,ORY,06/16/2016,17:20,06/16/2016,19:20,T
VY,IBZ,ORY,07/08/2016,14:35,07/08/2016,16:30,D
AF,ATH,CDG,07/22/2016,14:55,07/22/2016,17:20,M
AF,ATH,CDG,07/22/2016,14:55,07/22/2016,17:20,M
VY,BCN,ORY,06/09/2016,17:35,06/09/2016,19:20,D
VY,IBZ,ORY,07/08/2016,14:35,07/08/2016,16:30,D
QR,DOH,CDG,03/30/2016,14:30,03/30/2016,20:40,S
AF,GVA,CDG,03/24/2016,15:00,03/24/2016,16:15,Y
AF,NCE,LYS,04/06/2016,18:20,04/06/2016,19:15,W
SU,VIE,SVO,03/25/2016,18:05,03/25/2016,22:40,M
AF,ORY,MRS,04/14/2016,17:50,04/14/2016,19:05,H
AF,NCE,ORY,03/29/2016,18:35,03/29/2016,20:00,U
AF,LYS,BES,03/21/2016,8:35,03/21/2016,10:05,S
AF,LYS,BES,03/21/2016,8:35,03/21/2016,10:05,S
AF,ORY,BOD,04/08/2016,18:45,04/08/2016,19:50,W
AF,MRS,ORY,03/31/2016,19:00,03/31/2016,20:20,W
AF,MUC,CDG,04/13/2016,16:00,04/13/2016,17:45,L
AF,BOD,LIL,03/22/2016,19:20,03/22/2016,20:40,S
B0,EWR,CDG,03/24/2016,20:35,03/25/2016,8:45,X
AF,TLS,ORY,03/31/2016,17:20,03/31/2016,18:40,W
AF,BOD,ORY,04/14/2016,18:30,04/14/2016,19:40,W
RO,OTP,CDG,05/04/2016,17:55,05/04/2016,20:00,T
AF,LIS,CDG,04/08/2016,18:35,04/08/2016,22:05,H
BE,MAN,CDG,04/13/2016,17:35,04/13/2016,20:10,K
AF,NCE,LYS,04/06/2016,18:20,04/06/2016,19:15,W
IB,BCN,ORY,04/03/2016,19:20,04/03/2016,21:05,Z
AF,LYS,LIL,04/06/2016,19:55,04/06/2016,21:10,Y
AF,LYS,CFE,04/04/2016,19:55,04/04/2016,20:30,L
AF,TRN,CDG,05/08/2016,18:50,05/08/2016,20:15,H
AF,BES,CDG,04/08/2016,18:25,04/08/2016,19:45,A
AF,MPL,ORY,04/07/2016,19:10,04/07/2016,20:30,W
AF,MUC,CDG,04/07/2016,18:20,04/07/2016,20:00,K
AF,AMS,NTE,04/21/2016,20:25,04/21/2016,22:00,M
AF,ORY,BOD,04/08/2016,18:45,04/08/2016,19:50,W
AF,NCE,ORY,03/24/2016,18:35,03/24/2016,20:00,B
KL,AMS,MUC,04/25/2016,9:30,04/25/2016,10:55,E
AF,NCE,LYS,04/06/2016,18:20,04/06/2016,19:15,W
AF,NCE,LYS,04/05/2016,18:20,04/05/2016,19:15,W
AF,TLS,ORY,03/31/2016,15:20,03/31/2016,16:40,B
AF,BES,ORY,03/29/2016,17:20,03/29/2016,18:35,W
AF,LIS,CDG,04/08/2016,18:35,04/08/2016,22:05,T
AF,BOD,ORY,03/30/2016,18:30,03/30/2016,19:40,W
AF,DUS,CDG,04/06/2016,17:40,04/06/2016,18:55,B
AF,MUC,CDG,04/07/2016,20:40,04/07/2016,22:20,R
KM,MLA,CDG,04/08/2016,6:30,04/08/2016,9:25,G
AF,CDG,NTE,03/30/2016,9:35,03/30/2016,10:40,U
EI,DUB,CDG,03/31/2016,18:30,03/31/2016,21:10,W
U2,ORY,TLS,04/13/2016,18:10,04/13/2016,19:25,Y
AF,NTE,LIL,03/23/2016,15:30,03/23/2016,16:35,Y
AF,BOD,ORY,03/22/2016,18:00,03/22/2016,19:10,W
AF,ARN,CDG,04/08/2016,19:25,04/08/2016,22:05,L
AF,ORY,TLN,04/07/2016,18:30,04/07/2016,19:50,B
AF,MPL,ORY,03/31/2016,19:10,03/31/2016,20:30,S
AF,CDG,GVA,04/13/2016,20:45,04/13/2016,21:55,R
AF,BCN,CDG,04/04/2016,20:25,04/04/2016,22:20,T
AF,BES,ORY,04/04/2016,17:20,04/04/2016,18:35,W
AF,FCO,CDG,04/13/2016,17:45,04/13/2016,19:55,H
AF,ORY,MPL,03/29/2016,18:55,03/29/2016,20:10,S
AF,BCN,CDG,06/08/2016,19:25,06/08/2016,21:20,V
AF,NCE,ORY,03/24/2016,19:40,03/24/2016,21:05,B
AF,SXB,LYS,04/05/2016,18:05,04/05/2016,19:05,Y
AF,MRS,CDG,03/31/2016,19:20,03/31/2016,20:50,B
AF,BES,ORY,03/25/2016,18:15,03/25/2016,19:30,W
AF,HKG,CDG,07/01/2016,22:55,07/02/2016,5:55,S
AF,ORY,MRS,05/03/2016,16:35,05/03/2016,17:50,A
AF,AMS,CDG,03/31/2016,18:45,03/31/2016,20:00,Y
AF,AMS,CDG,03/31/2016,18:45,03/31/2016,20:00,Y
AF,TLV,CDG,04/15/2016,8:05,04/15/2016,12:05,U
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
AF,ORY,MRS,03/24/2016,18:00,03/24/2016,19:15,W
AF,AMS,CDG,03/30/2016,14:40,03/30/2016,15:55,Y
SK,CPH,AAR,03/31/2016,9:45,03/31/2016,10:25,B
AF,BOD,ORY,04/15/2016,18:30,04/15/2016,19:40,Y
SN,BRU,LYS,04/21/2016,17:00,04/21/2016,18:20,H
AF,LYS,PUF,06/23/2016,8:50,06/23/2016,10:20,V
KL,AMS,OTP,03/30/2016,9:25,03/30/2016,13:10,K
AF,NCE,ORY,03/31/2016,20:20,03/31/2016,21:45,U
CE,MPL,BOD,04/06/2016,18:25,04/06/2016,19:40,U
TP,LIS,ORY,03/31/2016,16:25,03/31/2016,19:50,H
LH,MUC,LYS,04/06/2016,15:10,04/06/2016,16:30,Q
HV,AMS,ORY,03/31/2016,18:50,03/31/2016,20:10,Y
HV,AMS,ORY,03/31/2016,18:50,03/31/2016,20:10,Y
U2,BFS,CDG,04/08/2016,13:50,04/08/2016,16:35,B
U2,BFS,CDG,04/08/2016,13:50,04/08/2016,16:35,B
U2,BFS,CDG,04/08/2016,13:50,04/08/2016,16:35,B
AF,AMS,CDG,03/31/2016,18:45,03/31/2016,20:00,Y
AF,AMS,CDG,03/31/2016,18:45,03/31/2016,20:00,Y
AF,FCO,CDG,04/12/2016,6:40,04/12/2016,8:50,V
AF,CDG,FCO,04/13/2016,7:15,04/13/2016,9:20,V
AF,MRS,BOD,04/21/2016,15:10,04/21/2016,16:15,H
AF,TLS,CDG,03/30/2016,18:20,03/30/2016,19:50,W
AF,ORY,TLS,03/31/2016,17:30,03/31/2016,18:40,W
U2,BFS,CDG,04/08/2016,13:50,04/08/2016,16:35,Y
TP,LIS,ORY,03/31/2016,16:25,03/31/2016,19:50,D
AF,BOD,MRS,04/06/2016,17:00,04/06/2016,18:05,U
AF,NCE,LYS,04/14/2016,18:20,04/14/2016,19:15,A
AF,MPL,ORY,04/01/2016,19:10,04/01/2016,20:30,Y
AF,CDG,LHR,03/30/2016,10:10,03/30/2016,10:30,U
AF,LHR,CDG,04/13/2016,17:45,04/13/2016,20:00,K
AF,MPL,ORY,04/05/2016,15:35,04/05/2016,16:55,S
AF,AMS,CDG,03/21/2016,17:40,03/21/2016,18:55,Y
AF,AMS,CDG,03/21/2016,17:40,03/21/2016,18:55,Y
BE,BHX,CDG,03/23/2016,17:25,03/23/2016,20:00,W
TP,LIS,ORY,03/31/2016,16:25,03/31/2016,19:50,H
TP,LIS,ORY,03/31/2016,16:25,03/31/2016,19:50,H
AF,TLS,LIL,04/04/2016,15:30,04/04/2016,17:00,M
AF,CDG,IST,04/05/2016,10:00,04/05/2016,14:20,U
KM,MLA,CDG,04/08/2016,6:30,04/08/2016,9:25,G
KM,MLA,CDG,04/08/2016,6:30,04/08/2016,9:25,G
LH,FRA,CDG,04/22/2016,9:30,04/22/2016,10:40,T
AF,TLV,CDG,04/15/2016,1:00,04/15/2016,5:00,B
U2,FCO,ORY,03/31/2016,20:20,03/31/2016,22:20,Y
AF,AMS,NTE,04/15/2016,20:25,04/15/2016,22:00,Y
TP,LIS,BOD,05/13/2016,14:05,05/13/2016,16:55,E
T7,LIG,ORY,04/12/2016,18:15,04/12/2016,19:25,Q
EK,DXB,HKG,04/25/2016,10:05,04/25/2016,21:20,L
AF,ORY,MRS,03/30/2016,19:20,03/30/2016,20:35,S
AF,TLS,ORY,04/25/2016,7:20,04/25/2016,8:40,Q
AF,IST,CDG,04/19/2016,15:30,04/19/2016,18:10,M
AF,LYS,RNS,04/08/2016,15:35,04/08/2016,16:50,Y
AF,LYS,BES,03/21/2016,8:35,03/21/2016,10:05,S
AF,ORY,MRS,04/07/2016,18:10,04/07/2016,19:25,S
AF,ORY,MRS,04/14/2016,17:50,04/14/2016,19:05,S
AF,TRN,CDG,03/30/2016,18:50,03/30/2016,20:15,U
LO,WAW,WRO,04/19/2016,7:40,04/19/2016,8:35,Q
AF,LYS,ETZ,04/19/2016,8:35,04/19/2016,9:30,Y
BA,LHR,LYS,04/14/2016,20:45,04/14/2016,23:20,Q
AF,BCN,CDG,04/13/2016,18:00,04/13/2016,19:55,H
AF,PVG,CDG,04/28/2016,23:25,04/29/2016,5:35,L
A5,LYS,NTE,05/19/2016,18:55,05/19/2016,20:05,N
A5,MRS,NTE,04/21/2016,21:10,04/21/2016,22:30,B
AF,TLS,RNS,04/15/2016,17:00,04/15/2016,18:10,T
AF,LHR,CDG,03/29/2016,17:45,03/29/2016,20:00,Y
AF,MRS,NTE,04/21/2016,21:10,04/21/2016,22:30,L
DL,MSP,CMH,04/19/2016,17:25,04/19/2016,20:17,H
AF,NCE,ORY,03/31/2016,16:20,03/31/2016,17:45,B
AF,NCE,ORY,03/29/2016,14:25,03/29/2016,15:50,B
AF,CDG,DTW,06/05/2016,13:30,06/05/2016,16:20,I
KL,AMS,GOT,03/29/2016,16:20,03/29/2016,17:50,Y
KL,AMS,GOT,03/29/2016,16:20,03/29/2016,17:50,Y
AF,GOT,CDG,04/01/2016,15:50,04/01/2016,18:00,B
AF,LYS,BES,03/30/2016,8:35,03/30/2016,10:10,S
U2,LGW,LYS,04/13/2016,19:45,04/13/2016,22:25,W
A5,BOD,LIL,04/04/2016,19:15,04/04/2016,20:35,M
AF,LRT,ORY,04/07/2016,17:40,04/07/2016,19:05,W
AF,BES,CDG,04/01/2016,18:25,04/01/2016,19:45,Y
AF,BRU,BOD,05/04/2016,18:25,05/04/2016,21:00,H
AF,BOD,MRS,04/26/2016,17:00,04/26/2016,18:05,H
AF,BOD,MRS,04/14/2016,17:00,04/14/2016,18:05,U
AF,BOD,MRS,04/13/2016,22:00,04/13/2016,23:05,H
EK,DXB,HKG,05/03/2016,10:05,05/03/2016,21:20,T
EK,DXB,HKG,04/25/2016,10:05,04/25/2016,21:20,T
AF,BOS,CDG,07/17/2016,20:20,07/18/2016,9:10,A
AF,LYS,TLS,04/05/2016,18:35,04/05/2016,19:35,W
AF,LYS,TLS,04/14/2016,18:35,04/14/2016,19:35,W
AF,NCE,ORY,03/31/2016,15:00,03/31/2016,16:25,B
AF,GOT,CDG,04/01/2016,15:50,04/01/2016,18:00,B
AF,GOT,CDG,04/01/2016,15:50,04/01/2016,18:00,B
AF,STR,CDG,05/12/2016,15:05,05/12/2016,16:35,R
AF,NCE,ORY,04/08/2016,17:40,04/08/2016,19:05,W
AF,BOD,ORY,04/01/2016,18:30,04/01/2016,19:40,W
AF,CFE,ORY,04/07/2016,18:30,04/07/2016,19:25,Y
KL,AMS,NTE,04/15/2016,20:25,04/15/2016,22:00,Z
AF,BOD,ORY,04/06/2016,17:15,04/06/2016,18:25,W
AF,BOD,ORY,04/26/2016,17:15,04/26/2016,18:25,Y
AF,BCN,CDG,04/07/2016,19:25,04/07/2016,21:20,L
AF,VCE,CDG,04/29/2016,18:05,04/29/2016,19:55,M
AF,STR,CDG,05/10/2016,19:20,05/10/2016,20:50,L
AF,LYS,BOD,04/06/2016,19:05,04/06/2016,20:10,L
AF,IAD,CDG,04/13/2016,18:50,04/14/2016,8:25,K
AF,CDG,NTE,04/19/2016,21:10,04/19/2016,22:15,T
AF,BOD,LYS,04/07/2016,17:05,04/07/2016,18:10,S
AF,BOD,LYS,04/05/2016,17:05,04/05/2016,18:10,L
AF,TLS,LYS,04/15/2016,18:00,04/15/2016,19:00,S
U2,ORY,NCE,04/06/2016,19:00,04/06/2016,20:25,B
U2,BFS,CDG,04/07/2016,13:50,04/07/2016,16:35,B
SS,PTP,ORY,04/30/2016,19:00,05/01/2016,9:00,Q
AF,LYS,MRS,04/06/2016,8:50,04/06/2016,9:50,L
AF,NCE,ORY,04/05/2016,17:40,04/05/2016,19:05,W
AF,BOD,ORY,04/05/2016,16:15,04/05/2016,17:25,W
UA,EWR,TPA,04/03/2016,18:51,04/03/2016,21:59,Q
AF,BOD,MRS,04/13/2016,22:00,04/13/2016,23:05,H
AF,TRN,CDG,04/07/2016,18:50,04/07/2016,20:15,Y
KL,AMS,NTE,04/15/2016,14:55,04/15/2016,16:30,Z
AF,MAD,CDG,04/15/2016,18:25,04/15/2016,20:30,L
AF,ORY,DCM,04/04/2016,20:15,04/04/2016,21:45,W
KL,AMS,ARN,04/06/2016,20:55,04/06/2016,23:00,H
AF,TLS,ORY,04/21/2016,15:20,04/21/2016,16:40,B
AF,TLS,ORY,03/31/2016,15:20,03/31/2016,16:40,Y
A5,LYS,BES,04/06/2016,8:35,04/06/2016,10:10,Y
AF,CDG,BOD,03/31/2016,16:15,03/31/2016,17:30,W
AF,TLS,ORY,05/10/2016,17:20,05/10/2016,18:40,W
AF,ORY,TLN,04/14/2016,18:30,04/14/2016,19:50,B
AF,BOD,MRS,04/14/2016,17:00,04/14/2016,18:05,U
BA,MAD,LHR,04/02/2016,19:45,04/02/2016,21:00,S
TP,LIS,GVA,04/22/2016,20:15,04/22/2016,23:40,K
U2,ORY,NCE,04/14/2016,19:00,04/14/2016,20:25,Y
U2,ORY,NCE,04/14/2016,19:00,04/14/2016,20:25,Y
AF,MRS,ORY,04/29/2016,17:25,04/29/2016,18:45,U
CA,PEK,CAN,04/19/2016,12:00,04/19/2016,15:25,U
KL,AMS,TPE,04/10/2016,14:15,04/11/2016,13:05,U
AF,ATL,MCO,05/10/2016,15:55,05/10/2016,17:26,K
AF,ORY,BOD,04/12/2016,14:25,04/12/2016,15:30,U
LO,MUC,WAW,04/17/2016,19:35,04/17/2016,21:05,V
A5,BOD,LIL,04/14/2016,19:15,04/14/2016,20:35,B
AF,TLS,ORY,04/03/2016,16:55,04/03/2016,18:15,Q
AF,LIL,LYS,04/06/2016,18:05,04/06/2016,19:20,W
BA,LHR,CDG,04/20/2016,20:35,04/20/2016,22:50,O
OK,PRG,CDG,04/14/2016,20:35,04/14/2016,22:20,V
AF,AMS,CDG,05/25/2016,16:25,05/25/2016,17:40,L
AF,HAM,CDG,05/10/2016,18:20,05/10/2016,19:55,E
AF,BOD,ORY,04/07/2016,18:30,04/07/2016,19:40,W
AF,CFE,ORY,03/31/2016,14:25,03/31/2016,15:35,Y
AF,CFE,ORY,03/31/2016,14:25,03/31/2016,15:35,Y
AF,CFE,ORY,03/31/2016,14:25,03/31/2016,15:35,Y
U2,GVA,BOD,02/26/2016,19:45,02/26/2016,21:00,Y
OK,PRG,CDG,04/22/2016,12:25,04/22/2016,14:15,U
LX,GVA,CDG,04/06/2016,18:00,04/06/2016,19:15,V
AF,ORY,BOD,04/15/2016,17:45,04/15/2016,18:50,T
AF,ORY,BOD,04/15/2016,17:45,04/15/2016,18:50,T
SN,BRU,LYS,03/24/2016,20:45,03/24/2016,22:05,Y
AF,MRS,NTE,04/22/2016,21:10,04/22/2016,22:30,M
AF,BOD,ORY,04/13/2016,18:30,04/13/2016,19:40,W
AF,MPL,ORY,04/01/2016,19:10,04/01/2016,20:30,W
